station,name,years_since_daily,days_since_daily,days_since_val,years_since_monthly,years_since_alltime,all_time_days,all_time_date,all_time_val,true_latitude,true_longitude,state_abbr,days_since_daily_date,latitude,longitude,last_data_point
FAIthr 9,Fairbanks Area,0,78,40,13,105,37486,1919-07-28,99,64.84525000000008,-147.72209999999998,AK,2021-12-27,-9.210481989965322,-16.292981301632516,20220315
FARthr 9,Fargo Area,0,168,90,6,87,31298,1936-07-06,114,46.87591000000003,-96.78175999999996,ND,2021-09-28,8.188596530990749,-0.07290242868717743,20220315
LITthr 9,Little Rock Area,0,77,74,6,10,3877,2011-08-03,114,34.74870000000004,-92.27484999999996,AR,2021-12-28,-3.9274093927074696,3.498476841923208,20220315
LLJthr 9,Challis Area,0,103,63,0,20,7186,2002-07-12,103,44.50485000000003,-114.23681999999997,ID,2021-12-02,7.067714666502853,-12.430349564733431,20220315
AZOthr 9,Kalamazoo Area,0,89,62,3,87,31291,1936-07-13,109,42.291570000000036,-85.58838999999995,MI,2021-12-16,4.036253340241881,8.098812811484331,20220315
BAFthr 9,Westfield Area,0,31,56,1,11,4270,2010-07-06,103,42.120220000000074,-72.75414999999998,MA,2022-02-12,5.523453512642442,17.416586980206617,20220315
RFDthr 9,Rockford Area,0,81,55,5,87,31290,1936-07-14,112,42.26690000000008,-89.07739999999995,IL,2021-12-24,3.778634783948919,5.547720116640301,20220315
RHIthr 9,Rhinelander Area,0,89,51,10,87,31291,1936-07-13,108,45.63839000000007,-89.41130999999996,WI,2021-12-16,7.1209231394371715,5.06853192974428,20220315
FATthr 9,Fresno Area,0,30,81,7,119,42619,1905-07-08,115,36.740950000000055,-119.78535999999997,CA,2022-02-13,0.3703278282015772,-18.218702763658914,20220315
FAYthr 9,Fayetteville Area,0,73,81,0,91,32743,1932-07-22,107,35.05534000000006,-78.87726999999995,NC,2022-01-01,-2.4315564024487095,14.285779147716783,20220315
LMTthr 9,Klamath Falls Area,0,30,66,0,50,18117,1972-08-07,104,42.223880000000065,-121.78205999999994,OR,2022-02-13,6.097554977099349,-18.26747932677067,20220315
LNDthr 9,Lander Area,0,101,64,0,88,31643,1935-07-27,102,42.83309000000003,-108.73093999999998,WY,2021-12-04,4.781057258990292,-8.790125461714904,20220315
BDLthr 9,Hartford Area,0,31,59,4,10,3889,2011-07-22,103,41.76375000000007,-72.67393999999996,CT,2022-02-12,5.1909624260149645,17.561141309430926,20220315
BDRthr 9,Bridgeport Area,0,31,60,2,10,3889,2011-07-22,103,41.18213000000003,-73.19063999999997,CT,2022-02-12,4.532048672266252,17.329121481759845,20220315
RICthr 9,Richmond Area,0,72,72,20,106,37842,1918-08-06,107,37.540680000000066,-77.43366999999995,VA,2022-01-02,0.24726784811337052,14.949898696745288,20220315
RNKthr 9,Blacksburg Area,0,72,70,2,98,34935,1926-07-22,100,37.226530000000025,-80.41089999999997,VA,2022-01-02,-0.48347765180704094,12.701639930064243,20220315
FCAthr 9,Kalispell Area,0,33,56,0,62,22138,1961-08-04,105,48.20189000000005,-114.31499999999994,MT,2022-02-10,10.653021423820945,-11.778871570931159,20220315
FLGthr 9,Flagstaff Area,0,248,96,15,49,17785,1973-07-05,97,35.19820000000004,-111.65129999999999,AZ,2021-07-10,-2.494235307781832,-12.158158375843804,20220315
LNKthr 9,Lincoln Area,0,81,65,22,87,31279,1936-07-25,115,40.81362000000007,-96.70729999999998,NE,2021-12-24,2.133170978057469,-0.06705630992013119,20220315
LOXthr 9,Oxnard Area,0,31,90,4,5,1996,2016-09-26,105,34.20034000000004,-119.18011999999999,CA,2022-02-12,-2.2338331878420123,-18.371834305506876,20220315
BELN4thr 9,Belvidere Area,0,93,64,4,87,31295,1936-07-09,106,40.82567000000006,-75.07896999999997,NJ,2021-12-12,3.8616470113248993,16.035027861534484,20220315
BETthr 9,Bethel Area,0,240,78,2,98,34970,1926-06-17,90,60.794340000000034,-161.76091999999997,AK,2021-07-18,-10.578291578129184,-18.542722330909466,20220315
RNMthr 9,Ramona Area,0,31,85,1,3,1348,2018-07-06,117,33.04195000000004,-116.86871999999994,CA,2022-02-12,-3.805856672595161,-16.779752253968926,20220315
RNOthr 9,Reno Area,0,61,64,1,15,5367,2007-07-05,108,39.527660000000026,-119.81352999999996,NV,2022-01-13,3.1002962214989784,-17.54270953078366,20220315
FLLthr 9,Fort Lauderdale Area,0,324,93,7,13,4649,2009-06-22,100,26.123880000000042,-80.14356999999995,FL,2021-04-25,-11.355307224657295,14.758855411331222,20220315
FMYthr 9,Fort Myers Area,0,64,87,5,41,14882,1981-06-16,103,26.640840000000026,-81.86792999999994,FL,2022-01-10,-11.09849953373429,13.14049276913697,20220315
LRDthr 9,Laredo Area,0,73,94,11,97,34646,1927-05-07,115,27.530920000000037,-99.50222999999994,TX,2022-01-01,-11.1004211372643,-2.6561291006660253,20220315
LSEthr 9,La Crosse Area,0,90,69,0,27,9742,1995-07-13,108,43.812670000000026,-91.25205999999997,WI,2021-12-15,5.2283266126865096,3.874666064564634,20220315
BFFthr 9,Scottsbluff Area,0,103,77,0,84,30198,1939-07-11,110,41.862190000000055,-103.66273999999999,NE,2021-12-02,3.4148201732265364,-5.1955033636211505,20220315
BFLthr 9,Bakersfield Area,0,29,80,10,116,41503,1908-07-28,118,35.36730000000006,-119.01885999999996,CA,2022-02-14,-1.1238164671028827,-17.961169046423745,20220315
ROAthr 9,Roanoke Area,0,80,69,4,87,31294,1936-07-10,105,37.271520000000066,-79.94056999999998,VA,2021-12-25,-0.37723345908786776,13.059754809541246,20220315
ROCthr 9,Rochester Area,0,89,65,25,87,31295,1936-07-09,102,43.155800000000056,-77.61631999999997,NY,2021-12-16,5.766789322996153,13.720718017319237,20220315
FNTthr 9,Flint Area,0,89,63,6,87,31296,1936-07-08,108,43.01144000000005,-83.68678999999997,MI,2021-12-16,4.918421676628152,9.392522754945842,20220315
FPRthr 9,Fort Pierce Area,0,74,85,24,73,26193,1950-06-28,101,27.449040000000025,-80.32677999999999,FL,2021-12-31,-10.106694539537198,14.379141414510368,20220315
LWSthr 9,Lewiston Area,0,103,61,0,84,30182,1939-07-27,117,46.41873000000004,-117.01704999999998,ID,2021-12-02,9.317241566644835,-13.946302184734208,20220315
LYHthr 9,Lynchburg Area,0,73,74,20,87,31294,1936-07-10,106,37.41420000000005,-79.14299999999997,VA,2022-01-01,-0.1271221378276183,13.653483992818678,20220315
BGDthr 9,Borger Area,0,28,78,0,1,612,2020-07-11,116,35.667950000000076,-101.39042999999998,TX,2022-02-15,-2.938379852957641,-3.873844663741427,20220315
BGMthr 9,Binghamton Area,0,89,60,5,34,12295,1988-07-16,98,42.09871000000004,-75.91118999999998,NY,2021-12-16,4.979026700126061,15.155906398015045,20220315
ROWthr 9,Roswell Area,0,60,76,1,28,10123,1994-06-27,114,33.39509000000004,-104.52274999999997,NM,2022-01-14,-5.030771902034505,-6.594034612947585,20220315
RSTthr 9,Rochester Area,0,81,41,4,87,31290,1936-07-14,108,44.01932000000005,-92.45932999999997,MN,2021-12-24,5.397074355894161,3.000105459591262,20220315
FSDthr 9,Sioux Falls Area,0,56,52,1,34,12320,1988-06-21,110,43.54577000000006,-96.73127999999997,SD,2022-01-18,4.878455949982473,-0.06388819382329176,20220315
FSMthr 9,Fort Smith Area,0,77,74,4,10,3877,2011-08-03,115,35.384700000000066,-94.42144999999994,AR,2021-12-28,-3.3360147450053534,1.7393408021896437,20220315
MAEthr 9,Madera Area,0,29,76,7,62,22160,1961-07-13,116,36.96205000000003,-120.06398999999999,CA,2022-02-14,0.6415170013689406,-18.37696846374654,20220315
MAFthr 9,Midland-Odessa Area,0,78,79,2,28,10123,1994-06-27,116,31.833842173884822,-102.35695776993573,TX,2021-12-27,-6.728864009604487,-4.908597530427361,20220315
BGRthr 9,Bangor Area,0,93,60,10,88,31620,1935-08-19,104,44.80171000000007,-68.77076999999997,ME,2021-12-12,8.85066551188116,19.486462142265285,20220315
BHMthr 9,Birmingham Area,0,73,80,2,94,33467,1930-07-29,107,33.52072000000004,-86.81178999999997,AL,2022-01-01,-4.854182485052401,8.058723331347675,20220315
RUEthr 9,Russellville Area,0,77,76,9,10,3877,2011-08-03,115,35.27829000000003,-93.13480999999996,AR,2021-12-28,-3.4188660373021156,2.7820452035824066,20220315
SACthr 9,Sacramento Area,0,30,76,1,62,22188,1961-06-15,115,38.579440000000034,-121.49084999999997,CA,2022-02-13,2.506610353842384,-19.035177688945247,20220315
FWAthr 9,Fort Wayne Area,0,342,81,3,34,12316,1988-06-25,106,41.08026000000007,-85.13830999999999,IN,2021-04-07,2.8628768186121545,8.566626546023008,20220315
GEDthr 9,Georgetown Area,0,72,68,2,10,3889,2011-07-22,104,38.690720000000056,-75.38673999999997,DE,2022-01-02,1.7100640355963421,16.27324440771166,20220315
MBGthr 9,Mobridge Area,0,104,71,0,16,5722,2006-07-15,116,45.537420000000054,-100.44034999999997,SD,2021-12-01,6.934364884970911,-2.6456628274177345,20220315
MBSthr 9,Saginaw Area,0,89,62,10,87,31291,1936-07-13,111,43.41940000000005,-83.94651999999996,MI,2021-12-16,5.299544163231949,9.153336908635572,20220315
SANthr 9,San Diego Area,0,31,91,0,59,21355,1963-09-26,111,32.71568000000008,-117.16170999999997,CA,2022-02-12,-4.071875570643338,-17.090348958976232,20220315
SATthr 9,San Antonio Area,0,74,83,1,22,7861,2000-09-05,111,29.42458000000005,-98.49460999999997,TX,2021-12-31,-9.269693097933773,-1.709187834459288,20220315
BIGthr 9,Delta Junction Area,0,77,42,13,54,19266,1969-06-15,92,64.04668000000004,-145.73623999999998,AK,2021-12-28,-9.452555839356483,-15.96467912568279,20220315
BIHthr 9,Bishop Area,0,32,77,0,0,248,2021-07-10,111,37.36680000000007,-118.39534999999995,CA,2022-02-11,0.7193691420455869,-17.000306661929816,20220315
GEGthr 9,Spokane Area,0,104,59,0,0,259,2021-06-29,109,47.657260000000065,-117.41227999999995,WA,2021-12-01,10.560219194021817,-13.937378027910286,20220315
GFKthr 9,Grand Forks Area,0,167,88,22,87,31292,1936-07-12,109,47.924330000000054,-97.03172999999998,ND,2021-09-29,9.220221786160494,-0.23317751882213092,20220315
MCEthr 9,Merced Area,0,30,80,1,99,35305,1925-07-17,114,37.30152000000004,-120.48689999999999,CA,2022-02-13,1.0574844446999376,-18.613451428347794,20220315
MCGthr 9,Mcgrath Area,0,224,88,7,8,3193,2013-06-17,94,62.94383000000005,-155.56586999999996,AK,2021-08-03,-9.908401529039631,-17.47390505716297,20220315
BILthr 9,Billings Area,0,91,56,0,20,7184,2002-07-14,108,45.784260000000074,-108.50606999999997,MT,2021-12-14,7.675787193532682,-8.239326548766112,20220315
BISthr 9,Bismarck Area,0,104,66,0,87,31298,1936-07-06,114,46.805360000000064,-100.77968999999996,ND,2021-12-01,8.198597360039374,-2.8194846923270034,20220315
SAVthr 9,Savannah Area,0,72,83,2,36,13022,1986-07-20,105,32.080910000000074,-81.09118999999998,GA,2022-01-02,-5.68266793642671,12.982318699257382,20220315
SBNthr 9,South Bend Area,0,90,64,10,89,32011,1934-07-24,109,41.679070000000024,-86.25404999999995,IN,2021-12-15,3.3722381826467505,7.675585038642735,20220315
GFLthr 9,Glens Falls Area,0,88,60,5,113,40433,1911-07-03,101,43.31122000000005,-73.64375999999999,NY,2021-12-17,6.527362112050244,16.500814294839522,20220315
GGGthr 9,Longview Area,0,74,80,16,87,31263,1936-08-10,113,32.50064000000003,-94.74060999999995,TX,2021-12-31,-6.234594242221189,1.5199476114332564,20220315
MCIthr 9,Kansas City Area,0,81,72,9,87,31259,1936-08-14,113,39.103440000000035,-94.58310999999998,MO,2021-12-24,0.4139951226966094,1.552748809089472,20220315
MCKthr 9,McCook Area,0,103,78,7,9,3549,2012-06-26,115,40.198600000000056,-100.62565999999998,NE,2021-12-02,1.596262396709573,-3.036451266998501,20220315
BIVthr 9,Holland Area,0,89,66,3,9,3539,2012-07-06,102,42.77358000000004,-86.10225999999994,MI,2021-12-16,4.477210673423639,7.672955329987065,20220315
BKEthr 9,Baker City Area,0,187,93,0,3,1313,2018-08-10,109,44.77400000000006,-117.82988999999998,OR,2021-09-09,7.858374845693424,-14.868302674395744,20220315
MCNthr 9,Macon Area,0,73,82,0,9,3545,2012-06-30,108,32.83994000000007,-83.62801999999994,GA,2022-01-01,-5.233846393936528,10.766423350644303,20220315
MCOthr 9,Orlando Area,0,236,97,24,103,36713,1921-09-08,103,28.538230000000055,-81.37738999999993,FL,2021-07-22,-9.196033989622796,13.287688002764844,20220315
BKVthr 9,Brooksville Area,0,74,85,2,97,34617,1927-06-05,104,28.554650000000038,-82.38781999999998,FL,2021-12-31,-9.309974540613833,12.40550270741392,20220315
BKWthr 9,Beckley Area,0,89,67,2,98,34936,1926-07-21,103,37.77792000000005,-81.18785999999994,WV,2021-12-16,-0.031010670485528524,12.01035818847798,20220315
SBYthr 9,Salisbury Area,0,72,70,20,94,33475,1930-07-21,106,38.36573000000004,-75.59531999999996,MD,2022-01-02,1.3550374685505993,16.185663654105092,20220315
SCKthr 9,Stockton Area,0,30,76,1,16,5714,2006-07-23,115,37.953730000000064,-121.29045999999994,CA,2022-02-13,1.8565236974107624,-19.051694436893293,20220315
GGWthr 9,Glasgow Area,0,36,58,0,124,44422,1900-07-31,113,48.19512000000003,-106.63688999999994,MT,2022-02-07,9.875685472599493,-6.676479616940182,20220315
GIFthr 9,Winter Haven Area,0,39,86,2,78,28047,1945-05-31,103,28.022320000000036,-81.73294999999996,FL,2022-02-04,-9.744495016642906,13.055170873604919,20220315
MDHthr 9,Carbondale Area,0,80,74,9,93,33456,1930-08-09,113,37.72730000000007,-89.21579999999994,IL,2021-12-25,-0.7941103118139541,5.772884532306076,20220315
MDTthr 9,Middletown-Harrisburg Area,0,88,60,4,57,20344,1966-07-03,107,40.25986000000006,-76.88222999999994,PA,2021-12-17,3.0210367461490093,14.82593869154401,20220315
BLFthr 9,Bluefield Area,2,717,81,9,71,25432,1952-07-28,99,37.26798000000008,-81.22261999999995,WV,2020-03-28,-0.5439456374788604,12.063220628350065,20220315
BNAthr 9,Nashville Area,0,73,78,0,9,3546,2012-06-29,109,36.16784000000007,-86.77815999999996,TN,2022-01-01,-2.200126021367506,7.827855616556406,20220315
SDFthr 9,Louisville Area,0,77,70,2,87,31290,1936-07-14,107,38.254890000000046,-85.76665999999994,KY,2021-12-28,-0.022932366823411196,8.40616914321537,20220315
SEAthr 9,Seattle Tacoma Area,0,107,59,0,0,260,2021-06-28,108,47.14524056244803,-122.50513620892333,WA,2021-11-28,10.925922364889367,-17.422314224201365,20220315
GJTthr 9,Grand Junction Area,0,91,59,0,0,249,2021-07-09,107,39.068790000000035,-108.56444999999997,CO,2021-12-14,1.0085524045646093,-9.170046851051328,20220315
GKNthr 9,Gulkana Area,0,50,40,3,109,38965,1915-07-10,97,62.269850000000076,-145.38026999999997,AK,2022-01-24,-10.055001236656755,-15.829985937638579,20220315
MEIthr 9,Meridian Area,0,73,82,2,42,15219,1980-07-14,107,32.365080000000034,-88.70307999999994,MS,2022-01-01,-6.1432220830897055,6.588041883028243,20220315
MEMthr 9,Memphis Area,0,73,79,0,42,15220,1980-07-13,108,35.14976000000007,-90.04924999999997,TN,2022-01-01,-3.432479868740251,5.2843538470307685,20220315
BNOthr 9,Burns Area,0,33,62,0,20,7186,2002-07-12,107,43.586040000000025,-119.05464999999998,OR,2022-02-10,6.912394618417171,-15.998295927055132,20220315
BOIthr 9,Boise Area,0,187,98,6,126,45171,1898-07-12,111,43.60764000000006,-116.19339999999994,ID,2021-09-09,6.471267043218906,-13.983734724094116,20220315
MFDthr 9,Mansfield Area,0,94,63,2,89,32014,1934-07-21,105,40.75854000000004,-82.51523999999995,OH,2021-12-11,2.7922848766133903,10.557467883061314,20220315
MFEthr 9,McAllen Area,0,73,92,4,4,1727,2017-06-22,111,26.207700000000045,-98.22930999999994,TX,2022-01-01,-12.420412997815374,-1.5532788086811522,20220315
BOSthr 9,Boston Area,0,31,60,2,113,40432,1911-07-04,104,42.35866000000004,-71.05673999999993,MA,2022-02-12,6.066087013052897,18.564651024737994,20220315
BPTthr 9,Beaumont-Port Arthur Area,0,73,81,22,122,43709,1902-07-14,108,29.877653959074355,-93.93985584337597,TX,2022-01-01,-8.831173609895346,2.248469173746908,20220315
SEWthr 9,Seattle City Area,0,214,93,0,0,260,2021-06-28,107,47.620490000000075,-122.35102999999998,WA,2021-08-13,11.343368148613507,-17.191701016811624,20220315
SFBthr 9,Sanford Area,0,73,85,1,24,8658,1998-07-01,103,28.81397000000004,-81.26803999999998,FL,2022-01-01,-8.912881629025765,13.340332519314144,20220315
GLDthr 9,Goodland Area,0,91,66,5,83,29818,1940-07-25,111,39.36573000000004,-101.71196999999995,KS,2021-12-14,0.8020611559049337,-3.9080439326523777,20220315
GLHthr 9,Greenville Area,0,73,82,2,94,33467,1930-07-29,110,33.398960000000045,-91.03777999999994,MS,2022-01-01,-5.2353199735941045,4.5764440009341705,20220315
MFRthr 9,Medford Area,0,31,71,0,0,260,2021-06-28,115,42.32356000000004,-122.87561,OR,2022-02-12,6.4120089516122505,-19.013125994035384,20220315
MGMthr 9,Montgomery Area,0,73,83,0,14,5331,2007-08-10,106,32.38015000000007,-86.30007999999998,AL,2022-01-01,-5.948966571247309,8.597199149363101,20220315
BRCN7thr 9,Bryson City Area,0,31,65,2,9,3544,2012-07-01,97,35.42470000000003,-83.44682999999998,NC,2022-02-12,-2.6385994676915034,10.573436977346924,20220315
BRDthr 9,Brainerd Area,0,166,83,0,87,31294,1936-07-10,106,46.35349000000008,-94.20068999999995,MN,2021-09-30,7.682395293239455,1.7086807692121295,20220315
SFOthr 9,San Francisco Airport Area,0,30,72,0,62,22189,1961-06-14,106,37.61882000000003,-122.37579999999997,CA,2022-02-13,1.7588302214717775,-19.960703108420102,20220315
SGFthr 9,Springfield Area,0,90,75,10,69,24716,1954-07-14,113,37.20897000000008,-93.29158999999999,MO,2021-12-15,-1.476505132110363,2.5997007244803165,20220315
GLSthr 9,Galveston Area,0,55,76,0,22,7861,2000-09-05,104,29.29532000000006,-94.80790999999994,TX,2022-01-19,-9.418901460159654,1.5038217389552988,20220315
GNVthr 9,Gainesville Area,0,76,82,2,71,25463,1952-06-27,104,29.651950000000056,-82.32277999999997,FL,2021-12-29,-8.229607395392508,12.30494836192267,20220315
MGWthr 9,Morgantown Area,0,89,70,56,131,46952,1893-08-26,105,39.63053000000008,-79.95770999999996,WV,2021-12-16,1.9681801710086892,12.646303513837303,20220315
MHEthr 9,Mitchell Area,0,104,66,1,83,29819,1940-07-24,116,43.70214000000004,-98.02867999999995,SD,2021-12-01,5.048433330672427,-0.9965306741522348,20220315
BRLthr 9,Burlington Area,0,81,66,15,87,31290,1936-07-14,111,40.812050000000056,-91.10072999999994,IA,2021-12-24,2.224290658991458,4.1389060821377806,20220315
SHRthr 9,Sheridan Area,0,103,77,0,0,273,2021-06-15,107,44.79792000000003,-106.95586999999995,WY,2021-12-02,6.570871061058248,-7.279162108415831,20220315
SHVthr 9,Shreveport Area,0,73,82,3,115,41117,1909-08-18,110,32.51487000000003,-93.74688999999995,LA,2022-01-01,-6.205063950903057,2.352885883045916,20220315
GPTthr 9,Gulfport Area,0,73,78,3,76,27251,1947-08-05,104,30.38032000000004,-89.09188999999998,MS,2022-01-01,-8.138758829392891,6.40697146846136,20220315
GRBthr 9,Green Bay Area,0,42,42,0,87,31291,1936-07-13,104,44.513000000000034,-88.01000999999997,WI,2022-02-01,6.080323014858924,6.140386843807842,20220315
MHSthr 9,Mount Shasta Area,0,30,67,0,41,14830,1981-08-07,105,41.40932000000004,-122.19500999999997,CA,2022-02-13,5.393540797076428,-18.783226509231696,20220315
MHTthr 9,Manchester Area,0,89,57,1,10,3889,2011-07-22,103,42.99120000000005,-71.46309999999994,NH,2021-12-16,6.601345786280466,18.113918708910138,20220315
BROthr 9,Brownsville Area,0,68,86,2,38,13867,1984-03-27,106,25.902090000000044,-97.49923999999999,TX,2022-01-06,-12.728643788003032,-0.8975771337973857,20220315
BRWthr 9,Barrow Area,0,85,32,2,29,10472,1993-07-13,79,71.28884000000005,-156.79225999999997,AK,2021-12-20,-7.036117762365621,-17.546597891900323,20220315
SJCthr 9,San Jose Area,0,30,79,0,119,42620,1905-07-07,108,37.33865000000003,-121.88541999999995,CA,2022-02-13,1.3820605830560972,-19.666602889622926,20220315
SJTthr 9,San Angelo Area,0,78,79,11,90,32385,1933-07-15,111,31.461830000000077,-100.44255999999996,TX,2021-12-27,-7.190545975243867,-3.3096066656107066,20220315
GRIthr 9,Grand Island Area,0,81,64,6,87,31280,1936-07-24,117,40.92474000000004,-98.33989999999994,NE,2021-12-24,2.264738178778616,-1.2893284135598218,20220315
GRRthr 9,Grand Rapids Area,0,89,63,10,87,31291,1936-07-13,108,42.96642000000003,-85.67194999999998,MI,2021-12-16,4.702647523538075,7.964135885590436,20220315
MIAthr 9,Miami Area,0,138,90,1,81,29092,1942-07-21,100,25.77481000000006,-80.19772999999998,FL,2021-10-28,-11.697477742769765,14.767717627410482,20220315
MKEthr 9,Milwaukee Area,0,89,68,3,89,32011,1934-07-24,105,43.042230000000075,-87.90689999999995,WI,2021-12-16,4.621524867893669,6.33906479244229,20220315
SJUthr 9,San Juan Area,0,60,89,33,41,14767,1981-10-09,98,18.466330000000028,-66.10472999999996,PR,2022-01-14,-12.296,20.011,20220315
SLCthr 9,Salt Lake City Area,0,67,58,0,0,273,2021-06-15,107,40.76031000000006,-111.88821999999999,UT,2022-01-07,3.0714949310698567,-11.41324366198646,20220315
BTLthr 9,Battle Creek Area,0,89,61,10,87,31290,1936-07-14,104,42.31648000000007,-85.18000999999998,MI,2021-12-16,4.094467955731483,8.394168305975564,20220315
BTRthr 9,Baton Rouge Area,0,73,84,11,115,41116,1909-08-19,110,30.443350000000066,-91.18663999999995,LA,2022-01-01,-8.18635491952221,4.603482186240989,20220315
GSOthr 9,Greensboro Area,0,73,77,2,110,39358,1914-06-12,104,36.06908000000004,-79.79502999999994,NC,2022-01-01,-1.554014402557882,13.378780976091551,20220315
GSPthr 9,Greenville-Spartanburg Area,0,73,75,0,9,3544,2012-07-01,107,34.9376858547003,-82.02572361101242,SC,2022-01-01,-2.9644982530424304,11.782058829045683,20220315
MKGthr 9,Muskegon Area,0,89,62,3,9,3539,2012-07-06,99,43.23425000000003,-86.24481999999995,MI,2021-12-16,4.925759450797201,7.5220236274570444,20220315
MLBthr 9,Melbourne Area,0,73,84,2,42,15219,1980-07-14,102,28.079440000000034,-80.60755999999998,FL,2022-01-01,-9.536372889868487,14.030831784015762,20220315
BTTthr 9,Bettles Area,0,85,34,3,36,13036,1986-07-06,93,66.91766000000007,-151.52186999999998,AK,2021-12-20,-8.532447513059815,-16.883832896890567,20220315
BTVthr 9,Burlington Area,0,88,60,1,79,28340,1944-08-11,101,44.47593000000006,-73.21276999999998,VT,2021-12-17,7.727162737341289,16.526448251025318,20220315
SLEthr 9,Salem Area,0,31,65,0,0,260,2021-06-28,117,44.933260000000075,-123.04380999999995,OR,2022-02-12,8.939070220356605,-18.395983052381695,20220315
SLKthr 9,Saranac Lake Area,0,89,58,6,91,32401,1933-06-29,101,44.32484000000005,-74.13178999999997,NY,2021-12-16,7.430022449347894,15.924904235542066,20220315
GTFthr 9,Great Falls Area,0,103,60,0,90,32375,1933-07-25,107,47.50732000000005,-111.30606999999998,MT,2021-12-02,9.63286270658767,-9.89722858059344,20220315
GWOthr 9,Greenwood Area,0,73,84,0,14,5326,2007-08-15,106,33.51711000000006,-90.18038999999999,MS,2022-01-01,-5.076916107792569,5.278948863389278,20220315
MLIthr 9,Moline Area,0,89,63,0,87,31290,1936-07-14,111,41.49177000000003,-90.49036999999998,IL,2021-12-16,2.9327497866644268,4.556578343944471,20220315
MLTthr 9,Millinocket Area,0,207,91,1,117,41909,1907-06-18,101,45.654930000000036,-68.70904999999993,ME,2021-08-20,9.671065091434302,19.286574748517232,20220315
BUFthr 9,Buffalo Area,0,89,64,1,75,26863,1948-08-27,99,42.885440000000074,-78.87845999999996,NY,2021-12-16,5.331305732525565,12.869500104909058,20220315
BURthr 9,Burbank Glendale Pasadena Area,0,30,88,1,3,1348,2018-07-06,114,34.210208214253235,-118.2158534442944,CA,2022-02-13,-2.411210522338555,-17.600633634732436,20220315
SLNI1thr 9,Salmon Area,0,100,57,18,87,31283,1936-07-21,106,45.17673000000008,-113.89678999999995,ID,2021-12-05,7.678051889770588,-12.066827142911489,20220315
SLNthr 9,Salina Area,0,90,76,15,87,31260,1936-08-13,118,38.84054000000003,-97.60969999999998,KS,2021-12-15,0.15095696049398297,-0.777942754762876,20220315
HBGthr 9,Hattiesburg Area,0,73,81,60,60,21459,1963-06-14,106,31.327350000000024,-89.29070999999999,MS,2022-01-01,-7.212103176493017,6.169227085051384,20220315
HGRthr 9,Hagerstown Area,0,89,65,4,23,8271,1999-07-23,107,39.64250000000004,-77.71757999999994,MD,2021-12-16,2.286785848147024,14.325429576061655,20220315
MLUthr 9,Monroe Area,0,73,83,10,106,37853,1918-07-26,109,32.50983000000008,-92.11878999999999,LA,2022-01-01,-6.166305820826197,3.717592197523415,20220315
MMTN7thr 9,Mount Mitchell Area,0,72,56,16,99,35319,1925-07-03,87,35.76484000000005,-82.26511999999997,NC,2022-01-02,-2.1678116893641852,11.46935648458929,20220315
BVLA4thr 9,Booneville Area,0,80,76,5,87,31263,1936-08-10,118,35.14026000000007,-93.92309999999998,AR,2021-12-25,-3.5743607996069886,2.1473809015875,20220315
BWIthr 9,Baltimore Area,0,94,70,2,87,31294,1936-07-10,107,39.290580000000034,-76.60925999999995,MD,2021-12-11,2.1055179288508987,15.226379616031819,20220315
SMTC1thr 9,Sacramento Downtown Area,0,30,78,0,99,35305,1925-07-17,114,38.57902000000007,-121.49994999999996,CA,2022-02-13,2.508067290152296,-19.04208324851306,20220315
SMXthr 9,Santa Maria Area,0,33,82,4,14,5016,2008-06-20,110,34.953130000000044,-120.43452999999994,CA,2022-02-10,-1.2451264046618966,-19.176204981439763,20220315
HIBthr 9,Hibbing Area,0,89,41,11,34,12284,1988-07-27,98,47.42105000000004,-92.94173999999998,MN,2021-12-16,8.755960371956348,2.545308988541261,20220315
HIOthr 9,Hillsboro Area,0,31,63,0,0,260,2021-06-28,114,45.52268000000004,-122.99043999999998,OR,2022-02-12,9.487542905055914,-18.194508527272482,20220315
MMVthr 9,McMinnville Area,0,31,65,0,0,260,2021-06-28,114,45.20920000000007,-123.19912999999997,OR,2022-02-12,9.23128303916761,-18.423352772939502,20220315
MOBthr 9,Mobile Area,0,73,79,0,22,7868,2000-08-29,105,30.686480000000074,-88.05296999999996,AL,2022-01-01,-7.766780030235908,7.2732097020980095,20220315
SNPthr 9,St Paul Island Area,0,78,41,1,1,578,2020-08-14,66,57.12342000000007,-170.27491999999998,AK,2021-12-27,-11.549993961795007,-20.27939588787525,20220315
SNTthr 9,Stanley Area,0,103,56,1,59,21059,1964-07-18,96,44.21717000000007,-114.93643999999995,ID,2021-12-02,6.88300876565899,-12.975668251379833,20220315
BYIthr 9,Burley Area,0,101,59,1,89,32007,1934-07-28,107,42.53530000000006,-113.79328999999996,ID,2021-12-04,5.075635951406479,-12.488723437343953,20220315
CAES1thr 9,Caesars Head Area,0,76,68,5,71,25431,1952-07-29,99,35.11614000000003,-82.64562999999998,SC,2021-12-29,-2.8586199168933546,11.25815202598858,20220315
HJOthr 9,Hanford Area,0,31,81,15,90,32373,1933-07-27,116,36.32743000000005,-119.64588999999995,CA,2022-02-12,-0.06161378174915879,-18.21422314886483,20220315
HLGthr 9,Wheeling Area,0,89,65,4,89,32013,1934-07-22,106,40.06398000000007,-80.72140999999993,WV,2021-12-16,2.3041825581006004,12.001457982606826,20220315
