station,name,years_since_daily,days_since_daily,days_since_val,years_since_monthly,years_since_alltime,all_time_days,all_time_date,all_time_val,true_latitude,true_longitude,state_abbr,days_since_daily_date,latitude,longitude,last_data_point
DFWthr 9,Dallas-Fort Worth Area,0,60,79,4,42,15237,1980-06-26,113,32.85568000000006,-97.03801999999996,TX,2022-01-14,-5.881721294908525,-0.4029199486527311,20220315
WJFthr 9,Lancaster Area,0,104,76,1,8,3180,2013-06-30,115,34.698930000000075,-118.14477999999997,CA,2021-12-01,-1.9456931693634538,-17.430142164012892,20220315
WMCthr 9,Winnemucca Area,0,187,101,1,20,7187,2002-07-11,109,40.97327000000007,-117.73518999999999,NV,2021-09-09,4.141867207695297,-15.669378173309479,20220315
PHDthr 9,New Philadelphia Area,0,124,71,2,34,12294,1988-07-17,102,40.48976000000005,-81.44638999999995,OH,2021-11-11,2.642494391231917,11.39285390606761,20220315
PHLthr 9,Philadelphia Area,0,94,68,20,106,37841,1918-08-07,106,39.95222000000007,-75.16217999999998,PA,2021-12-11,2.989518327713281,16.16574471028471,20220315
DLHthr 9,Duluth Area,0,90,49,1,87,31291,1936-07-13,106,46.787960000000055,-92.09984999999995,MN,2021-12-15,8.154147214428226,3.143886986887518,20220315
JERthr 9,Jerome Area,0,187,95,19,83,29854,1940-06-19,110,42.72412000000003,-114.51580999999999,ID,2021-09-09,5.36128304140041,-12.971357839281836,20220315
JFKthr 9,New York-Kennedy Airport Area,0,31,61,2,57,20344,1966-07-03,104,40.667731323816156,-73.7713740736271,NY,2022-02-12,3.9273478321597577,17.027899321936967,20220315
AHNthr 9,Athens Area,0,73,77,2,9,3546,2012-06-29,109,33.95816000000008,-83.37311999999997,GA,2022-01-01,-4.093797617742891,10.828316774590125,20220315
AKIS1thr 9,Aiken Area,1,501,88,2,39,14085,1983-08-22,109,33.56164000000007,-81.72213999999997,SC,2020-10-30,-4.296433116559001,12.233659787965069,20220315
PHXthr 9,Phoenix Area,0,103,84,1,32,11585,1990-06-26,122,33.44825000000003,-112.07579999999996,AZ,2021-12-02,-4.172772787394734,-12.79416841886727,20220315
PIAthr 9,Peoria Area,0,89,66,15,87,31289,1936-07-15,113,40.692360000000065,-89.58798999999999,IL,2021-12-16,2.1714051080822205,5.280300422491056,20220315
DRTthr 9,Del Rio Area,0,61,82,1,34,12332,1988-06-09,112,29.366510000000062,-100.89829999999995,TX,2022-01-13,-9.246561278794918,-3.8045118785774306,20220315
DSMthr 9,Des Moines Area,0,90,74,0,87,31279,1936-07-25,110,41.58981000000006,-93.61537999999996,IA,2021-12-15,2.9350830472825895,2.2334872381872253,20220315
YAKthr 9,Yakutat Area,0,241,77,2,18,6421,2004-08-15,88,59.549240000000054,-139.73210999999998,AK,2021-07-17,-10.818727459787212,-14.72321258489575,20220315
YKMthr 9,Yakima Area,0,33,70,0,0,259,2021-06-29,113,46.60448000000008,-120.50720999999999,WA,2022-02-10,10.057847548266722,-16.24268005541257,20220315
PICS1thr 9,Pickens Area,0,78,75,2,29,10457,1993-07-28,106,34.88370000000003,-82.70750999999996,SC,2021-12-27,-3.0974478502191394,11.241140999832588,20220315
PIHthr 9,Pocatello Area,0,101,57,1,22,7906,2000-07-22,104,42.874970000000076,-112.45055999999994,ID,2021-12-04,5.235458584809986,-11.462626706438071,20220315
JKLthr 9,Jackson Area,0,73,72,2,9,3546,2012-06-29,104,37.558100000000024,-83.37800999999996,KY,2022-01-01,-0.4975693602287328,10.343375792580455,20220315
JNUthr 9,Juneau Area,0,330,65,19,47,17053,1975-07-07,90,58.29973000000007,-134.40678999999994,AK,2021-04-19,-10.998059272749675,-13.685166202989564,20220315
AKNthr 9,King Salmon Area,1,572,75,2,2,985,2019-07-04,89,58.69707000000005,-156.70210999999998,AK,2020-08-20,-11.36745598234372,-17.71488320647364,20220315
ALBthr 9,Albany Area,0,89,61,5,113,40432,1911-07-04,104,42.65155000000004,-73.75520999999998,NY,2021-12-16,5.867202765272686,16.576182662333554,20220315
DTWthr 9,Detroit Area,1,370,70,10,89,32011,1934-07-24,105,42.33168000000006,-83.04799999999994,MI,2021-03-10,4.304392122637939,9.945847698014573,20220315
DWRI1thr 9,Dworshak Area,0,33,58,0,89,32007,1934-07-28,118,46.488355037983666,-116.25076488882804,ID,2022-02-10,9.27161149416776,-13.414357268762803,20220315
PITthr 9,Pittsburgh Area,0,79,68,4,34,12295,1988-07-16,103,40.438510000000065,-79.99733999999995,PA,2021-12-26,2.766236905100695,12.479859692950372,20220315
PKBthr 9,Parkersburg Area,0,89,67,2,94,33468,1930-07-28,104,39.263720000000035,-81.55856999999997,WV,2021-12-16,1.4073639756101817,11.496547813759566,20220315
YNGthr 9,Youngstown Area,0,89,61,2,87,31294,1936-07-10,103,41.098100000000045,-80.65078999999997,OH,2021-12-16,3.341038333012361,11.886596333980918,20220315
YUMthr 9,Yuma Area,0,101,83,18,27,9727,1995-07-28,124,32.68549000000007,-114.62460999999996,AZ,2021-12-04,-4.5412439511885925,-15.020568318241516,20220315
EAUthr 9,Eau Claire Area,0,89,53,20,87,31291,1936-07-13,111,44.816580000000044,-91.50076999999999,WI,2021-12-16,6.2203898742544785,3.648483742676507,20220315
ECGthr 9,Elizabeth City Area,0,73,77,2,81,29095,1942-07-18,107,36.30150000000003,-76.21975999999995,NC,2022-01-01,-0.7858656243357977,16.142261388558648,20220315
JSTN6thr 9,Jamestown Area,0,88,61,5,34,12320,1988-06-21,103,42.09605000000005,-79.23779999999994,NY,2021-12-17,4.5058201382771825,12.751254264855412,20220315
LALthr 9,Lakeland Area,0,39,86,0,37,13433,1985-06-04,105,28.04419000000007,-81.94785999999993,FL,2022-02-04,-9.75110079200028,12.863685625977512,20220315
ALOthr 9,Waterloo Area,0,90,74,0,87,31291,1936-07-13,112,42.49329000000006,-92.34193999999997,IA,2021-12-15,3.872645648346341,3.1431756922381555,20220315
ALSthr 9,Alamosa Area,0,61,53,1,33,11941,1989-07-05,96,37.468180000000075,-105.87324999999998,CO,2022-01-13,-0.8426178485415861,-7.282614453606411,20220315
PMDthr 9,Palmdale Area,0,104,76,1,32,11545,1990-08-05,118,34.579360000000065,-118.11658999999997,CA,2021-12-01,-2.068226729740099,-17.435576777188786,20220315
PNSthr 9,Pensacola Area,0,72,78,2,42,15219,1980-07-14,106,30.420840000000055,-87.21722999999997,FL,2022-01-02,-7.966950800579824,8.0119437779339,20220315
ZZVthr 9,Zanesville Area,1,490,78,2,87,31290,1936-07-14,106,39.940540000000055,-82.00138999999996,OH,2020-11-10,2.0322321078142616,11.06047772889583,20220315
EEDthr 9,Needles Area,0,32,84,1,4,1729,2017-06-20,125,34.83854000000008,-114.60446999999999,CA,2022-02-11,-2.4213338271486435,-14.582238994147504,20220315
EKAthr 9,Eureka Area,0,33,71,4,4,1655,2017-09-02,87,40.803270000000055,-124.15952999999996,CA,2022-02-10,5.222217540883813,-20.364121450479594,20220315
LANthr 9,Lansing Area,0,89,63,9,9,3539,2012-07-06,103,42.731940000000066,-84.55224999999996,MI,2021-12-16,4.56209751981555,8.801876475165326,20220315
LASthr 9,Las Vegas Area,0,104,75,0,4,1729,2017-06-20,117,36.17193000000003,-115.14000999999996,NV,2021-12-01,-1.0179089224541729,-14.740468645684297,20220315
POFthr 9,Poplar Bluff Area,0,77,70,61,123,44076,1901-07-12,112,36.756980000000055,-90.39326999999997,MO,2021-12-28,-1.8319669319897844,4.9103721840256265,20220315
POUthr 9,Poughkeepsie Area,0,89,64,4,90,32368,1933-08-01,104,41.70712000000003,-73.92914999999994,NY,2021-12-16,4.916670309299846,16.671316970826783,20220315
AMAthr 9,Amarillo Area,0,79,75,1,10,3915,2011-06-26,111,35.207250000000045,-101.83388999999994,TX,2021-12-26,-3.380559707872433,-4.258770014020775,20220315
ANCthr 9,Anchorage Area,0,52,44,2,2,985,2019-07-04,90,61.21753000000007,-149.85824999999997,AK,2022-01-22,-10.486577416560298,-16.530379453926916,20220315
EKNthr 9,Elkins Area,0,89,71,2,34,12295,1988-07-16,99,38.92402000000004,-79.84448999999995,WV,2021-12-16,1.280054650566424,12.85211143576742,20220315
EKOthr 9,Elko Area,0,187,97,1,41,14864,1981-07-04,107,40.835680000000025,-115.76753999999994,NV,2021-09-09,3.6880518772458117,-14.25971868897698,20220315
LAWthr 9,Lawton Area,0,61,76,4,87,31262,1936-08-11,115,34.605180000000075,-98.38991999999996,OK,2022-01-13,-4.106624139503615,-1.4871677461893873,20220315
LAXthr 9,Los Angeles Airport Area,0,30,85,19,59,21355,1963-09-26,110,33.94251000000003,-118.40896999999995,CA,2022-02-13,-2.6364143026961444,-17.81776689601847,20220315
ANJthr 9,Sault Ste Marie Area,0,42,42,1,103,36780,1921-07-03,98,46.49231000000003,-84.35171999999994,MI,2022-02-01,8.295287531437554,8.486567730826405,20220315
PSCthr 9,Tri-Cities Area,0,33,69,0,0,261,2021-06-27,115,46.245400000000075,-119.19616999999994,WA,2022-02-10,9.49425164779582,-15.453817900538207,20220315
PSPthr 9,Palm Springs Area,0,32,93,0,0,271,2021-06-17,123,33.823210000000074,-116.51195999999999,CA,2022-02-11,-3.1029324875900133,-16.321144332784687,20220315
ELJC1thr 9,El Cajon Area,0,30,88,1,1,556,2020-09-05,114,32.79495000000003,-116.95902999999998,CA,2022-02-13,-4.031422238646855,-16.90752641176869,20220315
ELPthr 9,El Paso Area,0,60,71,6,28,10120,1994-06-30,114,31.759160000000065,-106.48748999999998,TX,2022-01-14,-6.4958520047039645,-8.396241681344446,20220315
LBBthr 9,Lubbock Area,0,79,80,1,28,10123,1994-06-27,114,33.58451000000008,-101.84500999999995,TX,2021-12-26,-5.008147563022485,-4.368287009129954,20220315
LBFthr 9,North Platte Area,0,90,69,1,69,24719,1954-07-11,112,41.13632000000007,-100.76332999999994,NE,2021-12-15,2.5453927508368563,-3.093157511601963,20220315
APNthr 9,Alpena Area,0,89,60,10,87,31291,1936-07-13,106,45.06156000000004,-83.44514999999996,MI,2021-12-16,6.969526660545632,9.295763111944385,20220315
ASTthr 9,Astoria Area,0,261,101,0,0,261,2021-06-27,101,46.18977000000007,-123.83394999999996,OR,2021-06-27,10.281715915299234,-18.56873289994513,20220315
PTDN6thr 9,Fredonia Area,0,88,64,5,87,31295,1936-07-09,98,42.44029000000006,-79.33185999999995,NY,2021-12-17,4.833849485205596,12.622546768329931,20220315
PUBthr 9,Pueblo Area,0,103,74,1,19,6820,2003-07-13,109,38.26375000000007,-104.61251999999996,CO,2021-12-02,-0.13877657488314554,-6.223678866397664,20220315
ELYthr 9,Ely Area,0,103,64,1,20,7186,2002-07-12,101,39.24705000000006,-114.89482999999996,NV,2021-12-02,1.9864582307727583,-13.935083926749192,20220315
ERIthr 9,Erie Area,0,89,65,2,34,12316,1988-06-25,100,42.12982000000005,-80.08549999999997,PA,2021-12-16,4.432723773553106,12.130156696469172,20220315
LBTthr 9,Lumberton Area,0,73,81,2,98,34936,1926-07-21,108,34.61898000000008,-79.01397999999995,NC,2022-01-01,-2.88389243517318,14.254827941016043,20220315
LCHthr 9,Lake Charles Area,0,65,79,22,22,7866,2000-08-31,107,30.224030000000027,-93.22010999999998,LA,2022-01-09,-8.472785803221072,2.861697811946929,20220315
ASXthr 9,Ashland Area,0,89,55,1,89,32012,1934-07-23,107,46.58540000000005,-90.88628999999997,WI,2021-12-16,7.993749940623693,3.987979253149965,20220315
PUWthr 9,Pullman Area,0,33,57,0,62,22138,1961-08-04,110,46.73015000000004,-117.18146999999999,WA,2022-02-10,9.640534526330018,-13.988559886822129,20220315
PVDthr 9,Providence Area,0,31,63,2,47,17027,1975-08-02,104,41.823870000000056,-71.41198999999995,RI,2022-02-12,5.48127096043805,18.450443743098482,20220315
ESCC1thr 9,Escondido Area,0,31,90,1,1,555,2020-09-06,115,33.12354000000005,-117.08233999999999,CA,2022-02-12,-3.6870566652244867,-16.935308133456257,20220315
EUGthr 9,Eugene Area,0,30,66,0,0,261,2021-06-27,111,44.04992000000004,-123.08853999999997,OR,2022-02-13,8.107386974070925,-18.67532786785433,20220315
LEEthr 9,Leesburg Area,0,72,85,2,31,11172,1991-08-13,101,28.811100000000067,-81.87727999999998,FL,2022-01-02,-8.995542526118786,12.81225600666604,20220315
LEXthr 9,Lexington Area,0,77,67,2,87,31294,1936-07-10,108,38.04859000000005,-84.50031999999999,KY,2021-12-28,-0.11739275936922192,9.409626733059943,20220315
ATLthr 9,Atlanta Area,0,72,73,2,9,3545,2012-06-30,106,33.74831000000006,-84.39110999999997,GA,2022-01-02,-4.409316494707099,10.022816135939348,20220315
ATTthr 9,Austin Area,0,74,83,3,10,3852,2011-08-28,112,30.26759000000004,-97.74298999999996,TX,2021-12-31,-8.45069007811515,-1.0391086012711637,20220315
PWMthr 9,Portland Area,0,31,54,4,113,40432,1911-07-04,103,43.65915000000007,-70.25667999999996,ME,2022-02-12,7.470967348735086,18.781316909732197,20220315
RALthr 9,Riverside Area,0,31,88,1,107,38258,1917-06-16,118,33.98171000000008,-117.37403999999998,CA,2022-02-12,-2.7922908921781455,-16.979287286437717,20220315
EVVthr 9,Evansville Area,0,80,72,2,94,33468,1930-07-28,111,37.97708000000006,-87.56404999999995,IN,2021-12-25,-0.43941500884254037,7.040081199047086,20220315
EWNthr 9,New Bern Area,0,73,80,2,71,25438,1952-07-22,106,35.10847000000007,-77.04150999999996,NC,2022-01-01,-2.0981811138623487,15.738310941486272,20220315
LGAthr 9,New York-LGA Area,0,72,60,2,57,20344,1966-07-03,107,40.71455000000003,-74.00713999999994,NY,2022-01-02,3.932423889214692,16.844547520970796,20220315
LGBthr 9,Long Beach Area,0,123,95,3,11,4187,2010-09-27,111,33.76672000000008,-118.19239999999996,CA,2021-11-12,-2.8499141595307114,-17.685300850265236,20220315
AUSthr 9,Austin-Bergstrom Airport Area,0,74,83,3,22,7861,2000-09-05,112,30.202150000000074,-97.66712999999999,TX,2021-12-31,-8.51666598299121,-0.9748567139576276,20220315
AUWthr 9,Wausau Area,0,81,42,22,87,31291,1936-07-13,107,44.95953000000003,-89.63030999999995,WI,2021-12-24,6.437605158310241,4.961194033602631,20220315
RAPthr 9,Rapid City Area,0,103,75,0,16,5722,2006-07-15,111,44.08146000000005,-103.23079999999999,SD,2021-12-02,5.608015276616754,-4.707518759952422,20220315
RDDthr 9,Redding Area,0,32,85,0,34,12291,1988-07-20,118,40.587600000000066,-122.39254999999997,CA,2022-02-11,4.639787272148692,-19.151767997238828,20220315
EWRthr 9,Newark Area,0,89,65,0,10,3889,2011-07-22,108,40.73197000000005,-74.17420999999996,NJ,2021-12-16,3.9208721838906624,16.71831422607463,20220315
EYWthr 9,Key West Area,0,306,90,2,67,23942,1956-08-26,97,24.554500000000075,-81.80022999999994,FL,2021-05-13,-13.086058883952846,13.508113833267013,20220315
LHUthr 9,Lake Havasu City Area,0,30,84,0,28,10121,1994-06-29,128,34.47440000000006,-114.34631999999999,AZ,2022-02-13,-2.8218236166748056,-14.446514041149882,20220315
LIHthr 9,Lihue Area,0,228,88,2,2,933,2019-08-25,91,21.975050000000067,-159.36907999999997,HI,2021-07-30,-10.038788680490287,-11.131197187854525,20220315
AVLthr 9,Asheville Area,0,80,71,2,39,14086,1983-08-21,100,35.59868000000006,-82.55339999999995,NC,2021-12-25,-2.3666813298292184,11.263562900799897,20220315
AVPthr 9,Avoca Area,0,88,61,4,87,31295,1936-07-09,103,41.33588000000003,-75.74325999999996,PA,2021-12-17,4.256292366114091,15.439430666733019,20220315
RDGthr 9,Reading Area,0,89,62,4,10,3889,2011-07-22,106,40.33662000000004,-75.92783999999995,PA,2021-12-16,3.2441963306105075,15.516256454821537,20220315
RDUthr 9,Raleigh Area,0,73,79,2,9,3546,2012-06-29,105,35.78547000000003,-78.64269999999993,NC,2022-01-01,-1.6733389450400098,14.339259011317738,20220315
